"Adduct","CF_class","CF_class_score","CF_componentindex","CF_Dparent","CF_Dparent_score","CF_kingdom","CF_kingdom_score","CF_MFramework","CF_MFramework_score","CF_NrNodes","CF_subclass","CF_subclass_score","CF_superclass","CF_superclass_score","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
,"Peptidomimetics","0.047619047619047616","83","Cyclic depsipeptides","0.047619047619047616","Organic compounds","0.14285714285714285","Aromatic heteromonocyclic compounds","0.09523809523809523","7.0","Depsipeptides","0.047619047619047616","Organic acids and derivatives","0.09523809523809523","0","2091","83",,,,"G1","1.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2091&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2091","1","996.477",,"996.477","0.0","2098.41","false","2091",,,,"275042.0","Qe04832.mzML"
,"no matches","0.0","S358","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","867","-1",,,,"G5","0.0","0.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=867&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"867","1","339.166",,"339.166","0.0","1346.19","false","867",,,,"279889.0","Qe04836.mzML"
,"Benzene and substituted derivatives","0.11555555555555556","2","Rotenones","0.035","Organic compounds","0.8666666666666667","Aromatic heteropolycyclic compounds","0.627962962962963","15.0","nan","0.12055555555555557","Phenylpropanoids and polyketides","0.3244444444444444","0","600","2",,,,"G5","0.0","0.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=600&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"600","1","286.95",,"286.95","0.0","209.748","false","600",,,,"434692.0","Qe04836.mzML"
,"no matches","0.0","S221","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","568","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=568&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"568","1","277.144",,"277.144","0.0","3280.53","false","568",,,,"242314.0","Qe04835.mzML"
,"Organooxygen compounds","0.2619047619047619","21","Phenolic glycosides","0.19345238095238093","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.4458333333333333","6.0","Carbohydrates and carbohydrate conjugates","0.2380952380952381","Organic oxygen compounds","0.2619047619047619","0","1196","21",,,,"G2,G3,G4","0.0","1.0","1.0","5.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1196&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1196","7","401.109",,"401.109","0.0","901.3902857142857","false","1196",,,,"2290350.0","Qe04833.mzML|Qe04835.mzML|Qe04834.mzML"
,"no matches","0.0","S560","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1218","-1",,,,"G3","0.0","0.0","2.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1218&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1218","2","405.155",,"405.155","0.0","2169.125","false","1218",,,,"483440.0","Qe04834.mzML"
,"Steroids and steroid derivatives","0.2927035330261136","55","Steroidal saponins","0.15107526881720432","Organic compounds","0.5806451612903226","Aliphatic heteropolycyclic compounds","0.30268817204301074","31.0","Steroidal glycosides","0.26658986175115207","Lipids and lipid-like molecules","0.3970814132104455","0","2024","55",,,,"G1","1.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2024&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2024","1","926.475",,"926.475","0.0","1830.79","false","2024",,,,"190959.0","Qe04832.mzML"
,"no matches","0.0","S733","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1663","-1",,,,"G3,G4","0.0","0.0","3.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1663&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1663","4","565.192",,"565.192","0.0","1897.8575","false","1663",,,,"1208880.0","Qe04835.mzML|Qe04834.mzML"
"[M-H]-","no matches","0.0","S53","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","100","-1","isoferulic acid","isolated","MoNA:VF-NPL-QEHF004389","G3,G4","0.0","0.0","3.0","3.0","0.0","0.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00004695452","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=100&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true","InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+","ESI-QFT","N/A","negative","3","0.0009918210000000002","0.708769","5.13761","100","6","193.05","MoNA","193.05","0.0","1873.5016666666666","false","100","4","N/A","CCMSLIB00004695452","1.80155E7","Qe04835.mzML|Qe04834.mzML"
,"no matches","0.0","S796","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1891","-1",,,,"G3,G4","0.0","0.0","1.0","5.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1891&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1891","6","705.167",,"705.167","0.0","1088.0978333333333","false","1891",,,,"1808020.0","Qe04835.mzML|Qe04834.mzML"
,"Benzopyrans","0.15277777777777776","103","Xanthones","0.13194444444444445","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5912698412698413","6.0","nan","0.23214285714285712","Organoheterocyclic compounds","0.24206349206349206","0","442","103",,,,"G1,G2,G3,G4,G5","1.0","1.0","1.0","1.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=442&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=103&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"442","5","243.027",,"243.027","0.0","157.5804","false","442",,,,"4811330.0","Qe04836.mzML|Qe04834.mzML|Qe04833.mzML|Qe04835.mzML|Qe04832.mzML"
,"Benzene and substituted derivatives","0.41666666666666663","186","Cysteine and derivatives","0.25","Organic compounds","1.0","Aromatic heteromonocyclic compounds","0.3333333333333333","2.0","Amino acids, peptides, and analogues","0.3333333333333333","Benzenoids","0.41666666666666663","0","418","186",,,,"G1,G2,G3,G4,G5,G6","1.0","1.0","1.0","1.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=418&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=186&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"418","6","237.061",,"237.061","0.0","143.96116666666666","false","418",,,,"9775520.0","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"Phenanthrenes and derivatives","0.5","113","Phenanthrols","0.5","Organic compounds","0.5","Aromatic heteropolycyclic compounds","0.5","2.0","Phenanthrols","0.5","Benzenoids","0.5","0","1419","113",,,,"G1,G3,G5,G6","1.0","0.0","1.0","0.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1419&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=113&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1419","4","472.924",,"472.924","0.0","88.36580000000001","false","1419",,,,"1568090.0","Qe04836.mzML|Qe04834.mzML|Qe04837.mzML|Qe04832.mzML"
,"Benzofurans","0.3333333333333333","283","Polychlorinated dibenzofurans","0.3333333333333333","Organic compounds","0.5","Aromatic heteropolycyclic compounds","0.3333333333333333","6.0","Dibenzofurans","0.3333333333333333","Organoheterocyclic compounds","0.3333333333333333","0","489","283",,,,"G1,G2,G3,G4,G5,G6","1.0","2.0","2.0","2.0","2.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=489&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=283&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"489","10","258.916",,"258.916","0.0","10.357019000000001","false","489",,,,"2761850.0","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"Prenol lipids","0.3055555555555556","473","Ketals","0.25","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.4722222222222222","2.0","Terpene lactones","0.3055555555555556","Lipids and lipid-like molecules","0.4722222222222222","0","1109","473",,,,"G2,G5","0.0","1.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1109&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=473&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1109","2","379.189",,"379.189","0.0","3222.28","false","1109",,,,"642646.0","Qe04833.mzML|Qe04836.mzML"
"M-H","Fatty Acyls","1.0","S258","Lineolic acids and derivatives","1.0","Organic compounds","1.0","Aliphatic acyclic compounds","1.0","1.0","Lineolic acids and derivatives","1.0","Lipids and lipid-like molecules","1.0","0","642","-1","Massbank:UT000275 9-KODE|9-keto-octadeca-10E,12Z-dienoic acid/9-oxo-10E,12Z-octadecadienoic acid|9-OxoODE","Isolated","Massbank","G1,G3,G6","10.0","0.0","1.0","0.0","0.0","8.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005751657","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=642&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true","1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6+,14-11+","Ion Trap","ESI","Negative","3","0.0","0.525546","0.0","642","19","293.212","Massbank","293.212","0.0","3118.333157894737","false","642","4","CCCCCC=CC=CC(=O)CCCCCCCC(O)=O","CCMSLIB00005751657","1.524E7","Qe04834.mzML|Qe04837.mzML|Qe04832.mzML"
,"Coumarins and derivatives","0.06854838709677419","70","Coumarins and derivatives","0.06854838709677419","Organic compounds","0.3548387096774194","Aromatic heteropolycyclic compounds","0.1696236559139785","31.0","nan","0.07392473118279569","Phenylpropanoids and polyketides","0.1","0","1135","70",,,,"G1,G2,G3,G4,G5,G6","1.0","1.0","1.0","1.0","1.0","2.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1135&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1135","7","386.939",,"386.939","0.0","86.9888","false","1135",,,,"1.03319E7","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"Organooxygen compounds","0.10544217687074829","33","Lignan glycosides","0.06462585034013604","Organic compounds","0.7857142857142857","Aromatic heteropolycyclic compounds","0.422874149659864","14.0","nan","0.22304421768707483","Phenylpropanoids and polyketides","0.19413265306122449","0","1802","33",,,,"G2,G3","0.0","2.0","2.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1802&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=33&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1802","4","639.234",,"639.234","0.0","2831.39","false","1802",,,,"1107060.0","Qe04833.mzML|Qe04834.mzML"
,"no matches","0.0","S880","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","2137","-1",,,,"G4","0.0","0.0","0.0","3.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2137&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2137","3","1065.55",,"1065.55","0.0","2378.7933333333335","false","2137",,,,"6826540.0","Qe04835.mzML"
,"Glycerophospholipids","0.3","298","1,2-diacylglycerol-3-phosphates","0.3","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.4","2.0","Glycerophosphates","0.3","Lipids and lipid-like molecules","0.5","0","1867","298",,,,"G5,G6","0.0","0.0","0.0","0.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1867&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=298&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1867","2","681.455",,"681.455","0.0","3109.05","false","1867",,,,"523832.0","Qe04837.mzML|Qe04836.mzML"
,"no matches","0.0","S708","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1595","-1",,,,"G3","0.0","0.0","2.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1595&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1595","2","536.192",,"536.192","0.0","2817.25","false","1595",,,,"599679.0","Qe04834.mzML"
,"6-Thiathiophenes","0.5","315","6-Thiathiophenes","0.5","Organic compounds","1.0","Aromatic heteromonocyclic compounds","0.5","2.0","nan","0.5","Organoheterocyclic compounds","1.0","0","632","315",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=632&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=315&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"632","1","291.971",,"291.971","0.0","185.357","false","632",,,,"394265.0","Qe04833.mzML"
,"Organooxygen compounds","0.10213549337260677","32","Phenolic glycosides","0.03813205694648994","Organic compounds","0.7422680412371134","Aromatic heteropolycyclic compounds","0.45482736049746375","97.0","nan","0.10832924234986087","Organoheterocyclic compounds","0.19303305514645713","0","1473","32",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1473&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1473","1","489.183",,"489.183","0.0","122.261","false","1473",,,,"1.64491E7","Qe04837.mzML"
,"Organooxygen compounds","0.10213549337260677","32","Phenolic glycosides","0.03813205694648994","Organic compounds","0.7422680412371134","Aromatic heteropolycyclic compounds","0.45482736049746375","97.0","nan","0.10832924234986087","Organoheterocyclic compounds","0.19303305514645713","0","1610","32",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1610&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1610","1","547.198",,"547.198","0.0","114.098","false","1610",,,,"1548520.0","Qe04837.mzML"
,"Neoflavonoids","0.1984126984126984","710","Neoflavones","0.1984126984126984","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.873015873015873","2.0","Neoflavones","0.1984126984126984","Phenylpropanoids and polyketides","0.5952380952380952","0","1244","710",,,,"G1,G2,G3,G4,G6","4.0","5.0","9.0","6.0","0.0","2.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1244&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=710&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1244","26","413.109",,"413.109","0.0","1208.5707692307692","false","1244",,,,"1.58571E7","Qe04834.mzML|Qe04833.mzML|Qe04835.mzML|Qe04837.mzML|Qe04832.mzML"
,"no matches","0.0","S126","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","310","-1",,,,"G3","0.0","0.0","2.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=310&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"310","2","235.926",,"235.926","0.0","2460.52","false","310",,,,"713964.0","Qe04834.mzML"
,"no matches","0.0","S663","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1475","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1475&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1475","1","977.497",,"489.248","0.0","2834.37","false","1475",,,,"250644.0","Qe04835.mzML"
,"Organooxygen compounds","0.1856516290726817","45","Terpene glycosides","0.10526315789473684","Organic compounds","0.9473684210526315","Aromatic heteropolycyclic compounds","0.5462406015037594","19.0","nan","0.1759189640768588","Phenylpropanoids and polyketides","0.3170843776106934","0","933","45",,,,"G3,G4","0.0","0.0","6.0","6.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=933&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"933","12","353.589",,"353.589","0.0","943.68425","false","933",,,,"9.48973E8","Qe04835.mzML|Qe04834.mzML"
,"Coumarins and derivatives","0.06854838709677419","70","Coumarins and derivatives","0.06854838709677419","Organic compounds","0.3548387096774194","Aromatic heteropolycyclic compounds","0.1696236559139785","31.0","nan","0.07392473118279569","Phenylpropanoids and polyketides","0.1","0","1507","70",,,,"G1,G2,G3,G4,G5,G6","1.0","1.0","1.0","1.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1507&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1507","6","500.919",,"500.919","0.0","86.54141666666666","false","1507",,,,"5791970.0","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"no matches","0.0","S133","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","345","-1",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=345&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"345","1","235.926",,"235.926","0.0","3194.87","false","345",,,,"240245.0","Qe04834.mzML"
